,MLII,V1
0 days 00:08:24.333012,-143,-79
0 days 00:08:24.335790,-144,-78
0 days 00:08:24.338568,-148,-81
0 days 00:08:24.341346,-149,-81
0 days 00:08:24.344124,-152,-81
0 days 00:08:24.346902,-148,-81
0 days 00:08:24.349680,-147,-77
0 days 00:08:24.352458,-146,-75
0 days 00:08:24.355236,-144,-71
0 days 00:08:24.358014,-141,-75
0 days 00:08:24.360792,-140,-75
0 days 00:08:24.363570,-141,-76
0 days 00:08:24.366348,-142,-79
0 days 00:08:24.369126,-147,-81
0 days 00:08:24.371904,-149,-79
0 days 00:08:24.374682,-148,-81
0 days 00:08:24.377460,-149,-83
0 days 00:08:24.380238,-148,-80
0 days 00:08:24.383016,-144,-80
0 days 00:08:24.385794,-141,-75
0 days 00:08:24.388572,-138,-74
0 days 00:08:24.391350,-134,-72
0 days 00:08:24.394128,-130,-75
0 days 00:08:24.396906,-133,-76
0 days 00:08:24.399684,-130,-76
0 days 00:08:24.402462,-132,-76
0 days 00:08:24.405240,-136,-77
0 days 00:08:24.408018,-135,-77
0 days 00:08:24.410796,-132,-78
0 days 00:08:24.413574,-129,-77
0 days 00:08:24.416352,-124,-75
0 days 00:08:24.419130,-119,-71
0 days 00:08:24.421908,-117,-68
0 days 00:08:24.424686,-115,-66
0 days 00:08:24.427464,-111,-67
0 days 00:08:24.430242,-113,-70
0 days 00:08:24.433020,-113,-75
0 days 00:08:24.435798,-115,-77
0 days 00:08:24.438576,-118,-77
0 days 00:08:24.441354,-116,-78
0 days 00:08:24.444132,-112,-78
0 days 00:08:24.446910,-110,-72
0 days 00:08:24.449688,-105,-69
0 days 00:08:24.452466,-102,-58
0 days 00:08:24.455244,-93,-52
0 days 00:08:24.458022,-92,-43
0 days 00:08:24.460800,-90,-41
0 days 00:08:24.463578,-95,-43
0 days 00:08:24.466356,-101,-48
0 days 00:08:24.469134,-110,-55
0 days 00:08:24.471912,-116,-61
0 days 00:08:24.474690,-122,-67
0 days 00:08:24.477468,-123,-67
0 days 00:08:24.480246,-116,-61
0 days 00:08:24.483024,-112,-58
0 days 00:08:24.485802,-104,-49
0 days 00:08:24.488580,-96,-42
0 days 00:08:24.491358,-96,-37
0 days 00:08:24.494136,-98,-33
0 days 00:08:24.496914,-107,-34
0 days 00:08:24.499692,-113,-42
0 days 00:08:24.502470,-123,-50
0 days 00:08:24.505248,-131,-62
0 days 00:08:24.508026,-135,-72
0 days 00:08:24.510804,-143,-72
0 days 00:08:24.513582,-143,-72
0 days 00:08:24.516360,-145,-72
0 days 00:08:24.519138,-149,-68
0 days 00:08:24.521916,-151,-73
0 days 00:08:24.524694,-149,-70
0 days 00:08:24.527472,-153,-77
0 days 00:08:24.530250,-153,-75
0 days 00:08:24.533028,-154,-78
0 days 00:08:24.535806,-153,-80
0 days 00:08:24.538584,-156,-79
0 days 00:08:24.541362,-157,-80
0 days 00:08:24.544140,-157,-81
0 days 00:08:24.546918,-159,-80
0 days 00:08:24.549696,-162,-78
0 days 00:08:24.552474,-161,-77
0 days 00:08:24.555252,-162,-76
0 days 00:08:24.558030,-159,-74
0 days 00:08:24.560808,-157,-75
0 days 00:08:24.563586,-157,-75
0 days 00:08:24.566364,-161,-77
0 days 00:08:24.569142,-161,-75
0 days 00:08:24.571920,-165,-79
0 days 00:08:24.574698,-163,-81
0 days 00:08:24.577476,-161,-81
0 days 00:08:24.580254,-163,-81
0 days 00:08:24.583032,-165,-81
0 days 00:08:24.585810,-159,-76
0 days 00:08:24.588588,-156,-76
0 days 00:08:24.591366,-155,-77
0 days 00:08:24.594144,-153,-83
0 days 00:08:24.596922,-156,-81
0 days 00:08:24.599700,-160,-84
0 days 00:08:24.602478,-163,-90
0 days 00:08:24.605256,-168,-99
0 days 00:08:24.608034,-172,-107
0 days 00:08:24.610812,-175,-119
0 days 00:08:24.613590,-175,-134
0 days 00:08:24.616368,-171,-153
0 days 00:08:24.619146,-157,-179
0 days 00:08:24.621924,-132,-202
0 days 00:08:24.624702,-99,-228
0 days 00:08:24.627480,-62,-256
0 days 00:08:24.630258,-30,-281
0 days 00:08:24.633036,-1,-295
0 days 00:08:24.635814,9,-293
0 days 00:08:24.638592,10,-276
0 days 00:08:24.641370,8,-249
0 days 00:08:24.644148,8,-219
0 days 00:08:24.646926,24,-186
0 days 00:08:24.649704,57,-147
0 days 00:08:24.652482,103,-98
0 days 00:08:24.655260,143,-35
0 days 00:08:24.658038,165,38
0 days 00:08:24.660816,151,113
0 days 00:08:24.663594,93,159
0 days 00:08:24.666372,6,170
0 days 00:08:24.669150,-97,141
0 days 00:08:24.671928,-190,86
0 days 00:08:24.674706,-262,25
0 days 00:08:24.677484,-309,-24
0 days 00:08:24.680262,-337,-61
0 days 00:08:24.683040,-357,-75
0 days 00:08:24.685818,-370,-87
0 days 00:08:24.688596,-383,-96
0 days 00:08:24.691374,-393,-104
0 days 00:08:24.694152,-402,-111
0 days 00:08:24.696930,-410,-121
0 days 00:08:24.699708,-415,-130
0 days 00:08:24.702486,-417,-131
0 days 00:08:24.705264,-418,-131
0 days 00:08:24.708042,-421,-134
0 days 00:08:24.710820,-420,-130
0 days 00:08:24.713598,-417,-133
0 days 00:08:24.716376,-411,-135
0 days 00:08:24.719154,-397,-133
0 days 00:08:24.721932,-376,-136
0 days 00:08:24.724710,-348,-134
0 days 00:08:24.727488,-316,-129
0 days 00:08:24.730266,-286,-120
0 days 00:08:24.733044,-256,-106
0 days 00:08:24.735822,-232,-96
0 days 00:08:24.738600,-213,-87
0 days 00:08:24.741378,-200,-79
0 days 00:08:24.744156,-192,-76
0 days 00:08:24.746934,-185,-73
0 days 00:08:24.749712,-182,-73
0 days 00:08:24.752490,-179,-71
0 days 00:08:24.755268,-175,-71
0 days 00:08:24.758046,-171,-67
0 days 00:08:24.760824,-165,-66
0 days 00:08:24.763602,-167,-67
0 days 00:08:24.766380,-164,-68
0 days 00:08:24.769158,-167,-67
0 days 00:08:24.771936,-168,-72
0 days 00:08:24.774714,-170,-75
0 days 00:08:24.777492,-170,-78
0 days 00:08:24.780270,-171,-77
0 days 00:08:24.783048,-171,-78
0 days 00:08:24.785826,-168,-76
0 days 00:08:24.788604,-166,-80
0 days 00:08:24.791382,-165,-77
0 days 00:08:24.794160,-164,-83
0 days 00:08:24.796938,-166,-85
0 days 00:08:24.799716,-170,-92
0 days 00:08:24.802494,-171,-93
0 days 00:08:24.805272,-172,-98
0 days 00:08:24.808050,-173,-100
0 days 00:08:24.810828,-180,-106
0 days 00:08:24.813606,-180,-104
0 days 00:08:24.816384,-179,-106
0 days 00:08:24.819162,-182,-107
0 days 00:08:24.821940,-183,-109
0 days 00:08:24.824718,-187,-111
0 days 00:08:24.827496,-188,-113
0 days 00:08:24.830274,-186,-115
0 days 00:08:24.833052,-188,-123
0 days 00:08:24.835830,-191,-130
0 days 00:08:24.838608,-197,-128
0 days 00:08:24.841386,-201,-134
0 days 00:08:24.844164,-202,-135
0 days 00:08:24.846942,-203,-136
0 days 00:08:24.849720,-205,-135
0 days 00:08:24.852498,-207,-136
0 days 00:08:24.855276,-206,-140
0 days 00:08:24.858054,-209,-139
0 days 00:08:24.860832,-208,-145
0 days 00:08:24.863610,-208,-148
0 days 00:08:24.866388,-208,-151
0 days 00:08:24.869166,-213,-150
0 days 00:08:24.871944,-219,-156
0 days 00:08:24.874722,-220,-160
0 days 00:08:24.877500,-219,-160
0 days 00:08:24.880278,-220,-161
0 days 00:08:24.883056,-221,-160
0 days 00:08:24.885834,-218,-160
0 days 00:08:24.888612,-216,-161
0 days 00:08:24.891390,-217,-161
0 days 00:08:24.894168,-214,-162
0 days 00:08:24.896946,-211,-165
0 days 00:08:24.899724,-213,-165
0 days 00:08:24.902502,-216,-166
0 days 00:08:24.905280,-216,-165
0 days 00:08:24.908058,-219,-167
0 days 00:08:24.910836,-212,-166
0 days 00:08:24.913614,-210,-162
0 days 00:08:24.916392,-205,-160
0 days 00:08:24.919170,-197,-154
0 days 00:08:24.921948,-192,-150
0 days 00:08:24.924726,-184,-147
0 days 00:08:24.927504,-180,-140
0 days 00:08:24.930282,-180,-140
0 days 00:08:24.933060,-177,-143
0 days 00:08:24.935838,-173,-140
0 days 00:08:24.938616,-172,-138
0 days 00:08:24.941394,-167,-138
0 days 00:08:24.944172,-164,-133
0 days 00:08:24.946950,-158,-125
0 days 00:08:24.949728,-157,-120
0 days 00:08:24.952506,-155,-112
0 days 00:08:24.955284,-148,-107
0 days 00:08:24.958062,-147,-101
0 days 00:08:24.960840,-142,-102
0 days 00:08:24.963618,-143,-97
0 days 00:08:24.966396,-134,-97
0 days 00:08:24.969174,-133,-95
0 days 00:08:24.971952,-134,-95
0 days 00:08:24.974730,-133,-93
0 days 00:08:24.977508,-133,-90
0 days 00:08:24.980286,-131,-88
0 days 00:08:24.983064,-129,-81
0 days 00:08:24.985842,-128,-78
0 days 00:08:24.988620,-127,-76
0 days 00:08:24.991398,-122,-73
0 days 00:08:24.994176,-122,-71
0 days 00:08:24.996954,-123,-69
0 days 00:08:24.999732,-125,-68
0 days 00:08:25.002510,-125,-71
0 days 00:08:25.005288,-131,-70
0 days 00:08:25.008066,-133,-76
0 days 00:08:25.010844,-132,-74
0 days 00:08:25.013622,-131,-72
0 days 00:08:25.016400,-129,-70
0 days 00:08:25.019178,-124,-69
0 days 00:08:25.021956,-125,-64
0 days 00:08:25.024734,-122,-63
0 days 00:08:25.027512,-122,-60
0 days 00:08:25.030290,-123,-64
0 days 00:08:25.033068,-125,-64
0 days 00:08:25.035846,-127,-64
0 days 00:08:25.038624,-133,-69
0 days 00:08:25.041402,-134,-67
0 days 00:08:25.044180,-133,-69
0 days 00:08:25.046958,-130,-69
0 days 00:08:25.049736,-131,-65
0 days 00:08:25.052514,-129,-65
0 days 00:08:25.055292,-129,-60
0 days 00:08:25.058070,-129,-59
0 days 00:08:25.060848,-127,-59
0 days 00:08:25.063626,-125,-61
0 days 00:08:25.066404,-126,-63
0 days 00:08:25.069182,-127,-65
0 days 00:08:25.071960,-130,-66
0 days 00:08:25.074738,-139,-68
0 days 00:08:25.077516,-138,-70
0 days 00:08:25.080294,-138,-68
0 days 00:08:25.083072,-139,-64
0 days 00:08:25.085850,-134,-64
0 days 00:08:25.088628,-134,-62
0 days 00:08:25.091406,-132,-63
0 days 00:08:25.094184,-133,-61
0 days 00:08:25.096962,-133,-65
0 days 00:08:25.099740,-131,-64
0 days 00:08:25.102518,-133,-69
0 days 00:08:25.105296,-133,-71
0 days 00:08:25.108074,-134,-70
0 days 00:08:25.110852,-133,-67
0 days 00:08:25.113630,-135,-66
0 days 00:08:25.116408,-134,-64
0 days 00:08:25.119186,-132,-66
0 days 00:08:25.121964,-130,-62
0 days 00:08:25.124742,-131,-60
0 days 00:08:25.127520,-130,-63
0 days 00:08:25.130298,-132,-63
0 days 00:08:25.133076,-133,-67
0 days 00:08:25.135854,-138,-68
0 days 00:08:25.138632,-134,-68
0 days 00:08:25.141410,-136,-67
0 days 00:08:25.144188,-136,-63
0 days 00:08:25.146966,-137,-66
0 days 00:08:25.149744,-134,-66
0 days 00:08:25.152522,-132,-64
0 days 00:08:25.155300,-128,-64
0 days 00:08:25.158078,-131,-62
0 days 00:08:25.160856,-123,-66
0 days 00:08:25.163634,-123,-65
0 days 00:08:25.166412,-127,-70
0 days 00:08:25.169190,-127,-73
0 days 00:08:25.171968,-129,-73
0 days 00:08:25.174746,-133,-75
0 days 00:08:25.177524,-135,-77
0 days 00:08:25.180302,-136,-80
0 days 00:08:25.183080,-135,-76
0 days 00:08:25.185858,-135,-71
0 days 00:08:25.188636,-133,-69
0 days 00:08:25.191414,-128,-66
0 days 00:08:25.194192,-126,-65
0 days 00:08:25.196970,-122,-69
0 days 00:08:25.199748,-125,-72
0 days 00:08:25.202526,-127,-69
0 days 00:08:25.205304,-130,-74
0 days 00:08:25.208082,-132,-70
0 days 00:08:25.210860,-131,-71
0 days 00:08:25.213638,-131,-71
0 days 00:08:25.216416,-129,-68
0 days 00:08:25.219194,-127,-66
0 days 00:08:25.221972,-125,-63
0 days 00:08:25.224750,-126,-62
0 days 00:08:25.227528,-124,-61
0 days 00:08:25.230306,-121,-63
0 days 00:08:25.233084,-120,-65
0 days 00:08:25.235862,-114,-66
0 days 00:08:25.238640,-114,-67
0 days 00:08:25.241418,-110,-71
0 days 00:08:25.244196,-111,-72
0 days 00:08:25.246974,-112,-71
0 days 00:08:25.249752,-109,-72
0 days 00:08:25.252530,-107,-73
0 days 00:08:25.255308,-102,-70
0 days 00:08:25.258086,-98,-72
0 days 00:08:25.260864,-97,-72
0 days 00:08:25.263642,-93,-68
0 days 00:08:25.266420,-90,-69
0 days 00:08:25.269198,-87,-67
0 days 00:08:25.271976,-89,-64
0 days 00:08:25.274754,-85,-58
0 days 00:08:25.277532,-80,-56
0 days 00:08:25.280310,-80,-49
0 days 00:08:25.283088,-85,-42
0 days 00:08:25.285866,-83,-39
0 days 00:08:25.288644,-87,-39
0 days 00:08:25.291422,-91,-38
0 days 00:08:25.294200,-94,-43
0 days 00:08:25.296978,-97,-47
0 days 00:08:25.299756,-96,-46
0 days 00:08:25.302534,-94,-49
0 days 00:08:25.305312,-91,-47
0 days 00:08:25.308090,-88,-44
0 days 00:08:25.310868,-84,-36
0 days 00:08:25.313646,-85,-30
0 days 00:08:25.316424,-87,-26
0 days 00:08:25.319202,-92,-26
0 days 00:08:25.321980,-100,-29
0 days 00:08:25.324758,-108,-37
0 days 00:08:25.327536,-115,-44
0 days 00:08:25.330314,-122,-51
0 days 00:08:25.333092,-122,-55
0 days 00:08:25.335870,-124,-58
0 days 00:08:25.338648,-129,-56
0 days 00:08:25.341426,-130,-60
0 days 00:08:25.344204,-136,-56
0 days 00:08:25.346982,-140,-62
0 days 00:08:25.349760,-141,-63
0 days 00:08:25.352538,-142,-63
0 days 00:08:25.355316,-143,-63
0 days 00:08:25.358094,-140,-62
0 days 00:08:25.360872,-142,-65
0 days 00:08:25.363650,-143,-68
0 days 00:08:25.366428,-143,-67
0 days 00:08:25.369206,-143,-70
0 days 00:08:25.371984,-143,-72
0 days 00:08:25.374762,-143,-71
0 days 00:08:25.377540,-143,-72
0 days 00:08:25.380318,-146,-72
0 days 00:08:25.383096,-145,-71
0 days 00:08:25.385874,-148,-70
0 days 00:08:25.388652,-148,-69
0 days 00:08:25.391430,-146,-65
0 days 00:08:25.394208,-148,-65
0 days 00:08:25.396986,-150,-70
0 days 00:08:25.399764,-152,-69
0 days 00:08:25.402542,-155,-71
0 days 00:08:25.405320,-156,-75
0 days 00:08:25.408098,-161,-77
0 days 00:08:25.410876,-155,-73
0 days 00:08:25.413654,-156,-74
0 days 00:08:25.416432,-153,-72
0 days 00:08:25.419210,-150,-69
0 days 00:08:25.421988,-150,-73
0 days 00:08:25.424766,-149,-70
0 days 00:08:25.427544,-149,-73
0 days 00:08:25.430322,-152,-79
0 days 00:08:25.433100,-156,-85
0 days 00:08:25.435878,-158,-99
0 days 00:08:25.438656,-161,-111
0 days 00:08:25.441434,-166,-126
0 days 00:08:25.444212,-156,-151
0 days 00:08:25.446990,-142,-177
0 days 00:08:25.449768,-119,-205
0 days 00:08:25.452546,-90,-238
0 days 00:08:25.455324,-56,-273
0 days 00:08:25.458102,-24,-299
0 days 00:08:25.460880,-4,-308
0 days 00:08:25.463658,2,-308
0 days 00:08:25.466436,-8,-287
0 days 00:08:25.469214,-15,-265
0 days 00:08:25.471992,-9,-233
0 days 00:08:25.474770,13,-203
0 days 00:08:25.477548,50,-173
0 days 00:08:25.480326,92,-131
0 days 00:08:25.483104,134,-68
0 days 00:08:25.485882,153,9
0 days 00:08:25.488660,141,80
0 days 00:08:25.491438,86,133
0 days 00:08:25.494216,-8,153
0 days 00:08:25.496994,-122,131
0 days 00:08:25.499772,-223,83
0 days 00:08:25.502550,-295,28
0 days 00:08:25.505328,-336,-22
0 days 00:08:25.508106,-364,-56
0 days 00:08:25.510884,-375,-78
0 days 00:08:25.513662,-389,-90
0 days 00:08:25.516440,-403,-96
0 days 00:08:25.519218,-417,-109
0 days 00:08:25.521996,-425,-115
0 days 00:08:25.524774,-433,-119
0 days 00:08:25.527552,-428,-122
0 days 00:08:25.530330,-427,-122
0 days 00:08:25.533108,-426,-122
0 days 00:08:25.535886,-427,-122
0 days 00:08:25.538664,-425,-128
0 days 00:08:25.541442,-424,-134
0 days 00:08:25.544220,-414,-134
0 days 00:08:25.546998,-400,-135
0 days 00:08:25.549776,-376,-136
0 days 00:08:25.552554,-341,-127
0 days 00:08:25.555332,-303,-118
0 days 00:08:25.558110,-265,-104
0 days 00:08:25.560888,-232,-88
0 days 00:08:25.563666,-209,-70
0 days 00:08:25.566444,-193,-59
0 days 00:08:25.569222,-186,-53
0 days 00:08:25.572000,-186,-50
0 days 00:08:25.574778,-185,-51
0 days 00:08:25.577556,-184,-55
0 days 00:08:25.580334,-187,-55
0 days 00:08:25.583112,-181,-58
0 days 00:08:25.585890,-178,-55
0 days 00:08:25.588668,-174,-57
0 days 00:08:25.591446,-176,-57
0 days 00:08:25.594224,-176,-58
0 days 00:08:25.597002,-173,-63
0 days 00:08:25.599780,-174,-64
0 days 00:08:25.602558,-171,-68
0 days 00:08:25.605336,-167,-69
0 days 00:08:25.608114,-165,-68
0 days 00:08:25.610892,-167,-67
0 days 00:08:25.613670,-170,-63
0 days 00:08:25.616448,-169,-64
0 days 00:08:25.619226,-171,-63
0 days 00:08:25.622004,-170,-67
0 days 00:08:25.624782,-174,-68
0 days 00:08:25.627560,-171,-71
0 days 00:08:25.630338,-172,-77
0 days 00:08:25.633116,-173,-80
0 days 00:08:25.635894,-174,-84
0 days 00:08:25.638672,-178,-90
0 days 00:08:25.641450,-178,-94
0 days 00:08:25.644228,-176,-99
0 days 00:08:25.647006,-175,-97
0 days 00:08:25.649784,-172,-91
0 days 00:08:25.652562,-174,-96
0 days 00:08:25.655340,-181,-95
0 days 00:08:25.658118,-191,-98
0 days 00:08:25.660896,-193,-102
0 days 00:08:25.663674,-200,-105
0 days 00:08:25.666452,-198,-109
0 days 00:08:25.669230,-197,-114
0 days 00:08:25.672008,-200,-115
0 days 00:08:25.674786,-205,-119
0 days 00:08:25.677564,-209,-127
0 days 00:08:25.680342,-212,-128
0 days 00:08:25.683120,-219,-130
0 days 00:08:25.685898,-215,-129
0 days 00:08:25.688676,-216,-131
0 days 00:08:25.691454,-218,-130
0 days 00:08:25.694232,-213,-126
0 days 00:08:25.697010,-215,-133
0 days 00:08:25.699788,-214,-135
0 days 00:08:25.702566,-213,-136
0 days 00:08:25.705344,-212,-141
0 days 00:08:25.708122,-213,-139
0 days 00:08:25.710900,-213,-141
0 days 00:08:25.713678,-212,-142
0 days 00:08:25.716456,-210,-139
0 days 00:08:25.719234,-213,-141
0 days 00:08:25.722012,-217,-141
0 days 00:08:25.724790,-220,-142
0 days 00:08:25.727568,-220,-143
0 days 00:08:25.730346,-222,-145
0 days 00:08:25.733124,-219,-146
0 days 00:08:25.735902,-215,-144
0 days 00:08:25.738680,-213,-146
0 days 00:08:25.741458,-215,-149
0 days 00:08:25.744236,-221,-149
0 days 00:08:25.747014,-216,-145
0 days 00:08:25.749792,-210,-140
0 days 00:08:25.752570,-203,-141
0 days 00:08:25.755348,-194,-138
0 days 00:08:25.758126,-192,-135
0 days 00:08:25.760904,-183,-131
0 days 00:08:25.763682,-182,-129
0 days 00:08:25.766460,-183,-125
0 days 00:08:25.769238,-182,-123
0 days 00:08:25.772016,-180,-123
0 days 00:08:25.774794,-177,-118
0 days 00:08:25.777572,-172,-115
0 days 00:08:25.780350,-174,-111
0 days 00:08:25.783128,-167,-105
0 days 00:08:25.785906,-163,-104
0 days 00:08:25.788684,-160,-97
0 days 00:08:25.791462,-160,-93
0 days 00:08:25.794240,-150,-88
0 days 00:08:25.797018,-145,-85
0 days 00:08:25.799796,-146,-87
0 days 00:08:25.802574,-142,-88
0 days 00:08:25.805352,-140,-88
0 days 00:08:25.808130,-143,-88
0 days 00:08:25.810908,-146,-83
0 days 00:08:25.813686,-151,-78
0 days 00:08:25.816464,-152,-74
0 days 00:08:25.819242,-151,-67
0 days 00:08:25.822020,-146,-66
0 days 00:08:25.824798,-139,-62
0 days 00:08:25.827576,-134,-60
0 days 00:08:25.830354,-134,-61
0 days 00:08:25.833132,-139,-61
0 days 00:08:25.835910,-145,-62
0 days 00:08:25.838688,-151,-62
0 days 00:08:25.841466,-147,-63
0 days 00:08:25.844244,-139,-63
0 days 00:08:25.847022,-134,-57
0 days 00:08:25.849800,-129,-55
0 days 00:08:25.852578,-129,-51
0 days 00:08:25.855356,-132,-46
0 days 00:08:25.858134,-137,-46
0 days 00:08:25.860912,-146,-47
0 days 00:08:25.863690,-151,-50
0 days 00:08:25.866468,-150,-50
0 days 00:08:25.869246,-150,-55
0 days 00:08:25.872024,-148,-53
0 days 00:08:25.874802,-148,-54
0 days 00:08:25.877580,-152,-53
0 days 00:08:25.880358,-155,-54
0 days 00:08:25.883136,-156,-59
0 days 00:08:25.885914,-156,-62
0 days 00:08:25.888692,-157,-59
0 days 00:08:25.891470,-152,-57
0 days 00:08:25.894248,-149,-53
0 days 00:08:25.897026,-148,-53
0 days 00:08:25.899804,-144,-49
0 days 00:08:25.902582,-141,-48
0 days 00:08:25.905360,-143,-51
0 days 00:08:25.908138,-149,-55
0 days 00:08:25.910916,-152,-58
0 days 00:08:25.913694,-155,-58
0 days 00:08:25.916472,-157,-59
0 days 00:08:25.919250,-154,-60
0 days 00:08:25.922028,-151,-56
0 days 00:08:25.924806,-146,-53
0 days 00:08:25.927584,-145,-44
0 days 00:08:25.930362,-153,-48
0 days 00:08:25.933140,-154,-52
0 days 00:08:25.935918,-162,-56
0 days 00:08:25.938696,-164,-60
0 days 00:08:25.941474,-164,-63
0 days 00:08:25.944252,-162,-60
0 days 00:08:25.947030,-155,-63
0 days 00:08:25.949808,-154,-56
0 days 00:08:25.952586,-154,-52
0 days 00:08:25.955364,-157,-51
0 days 00:08:25.958142,-156,-49
0 days 00:08:25.960920,-151,-49
0 days 00:08:25.963698,-151,-48
0 days 00:08:25.966476,-146,-49
0 days 00:08:25.969254,-147,-51
0 days 00:08:25.972032,-149,-51
0 days 00:08:25.974810,-153,-51
0 days 00:08:25.977588,-157,-51
0 days 00:08:25.980366,-161,-54
0 days 00:08:25.983144,-159,-52
0 days 00:08:25.985922,-156,-49
0 days 00:08:25.988700,-150,-49
0 days 00:08:25.991478,-142,-48
0 days 00:08:25.994256,-133,-42
0 days 00:08:25.997034,-132,-46
0 days 00:08:25.999812,-141,-46
0 days 00:08:26.002590,-146,-47
0 days 00:08:26.005368,-147,-46
0 days 00:08:26.008146,-150,-48
0 days 00:08:26.010924,-151,-48
0 days 00:08:26.013702,-149,-48
0 days 00:08:26.016480,-148,-47
0 days 00:08:26.019258,-149,-47
0 days 00:08:26.022036,-144,-49
0 days 00:08:26.024814,-145,-49
0 days 00:08:26.027592,-142,-47
0 days 00:08:26.030370,-141,-47
0 days 00:08:26.033148,-141,-48
0 days 00:08:26.035926,-141,-44
0 days 00:08:26.038704,-142,-44
0 days 00:08:26.041482,-142,-46
0 days 00:08:26.044260,-143,-47
0 days 00:08:26.047038,-144,-44
0 days 00:08:26.049816,-145,-47
0 days 00:08:26.052594,-142,-49
0 days 00:08:26.055372,-144,-50
0 days 00:08:26.058150,-145,-50
0 days 00:08:26.060928,-143,-49
0 days 00:08:26.063706,-146,-49
0 days 00:08:26.066484,-142,-46
0 days 00:08:26.069262,-139,-46
0 days 00:08:26.072040,-136,-46
0 days 00:08:26.074818,-133,-46
0 days 00:08:26.077596,-130,-49
0 days 00:08:26.080374,-128,-45
0 days 00:08:26.083152,-126,-43
0 days 00:08:26.085930,-127,-39
0 days 00:08:26.088708,-131,-41
0 days 00:08:26.091486,-131,-39
0 days 00:08:26.094264,-128,-43
0 days 00:08:26.097042,-122,-46
0 days 00:08:26.099820,-119,-56
0 days 00:08:26.102598,-115,-60
0 days 00:08:26.105376,-111,-67
0 days 00:08:26.108154,-112,-65
0 days 00:08:26.110932,-117,-60
0 days 00:08:26.113710,-119,-53
0 days 00:08:26.116488,-119,-45
0 days 00:08:26.119266,-115,-42
0 days 00:08:26.122044,-104,-37
0 days 00:08:26.124822,-94,-38
0 days 00:08:26.127600,-85,-36
0 days 00:08:26.130378,-81,-35
0 days 00:08:26.133156,-82,-35
0 days 00:08:26.135934,-90,-37
0 days 00:08:26.138712,-99,-39
0 days 00:08:26.141490,-103,-38
0 days 00:08:26.144268,-111,-39
0 days 00:08:26.147046,-115,-43
0 days 00:08:26.149824,-114,-42
0 days 00:08:26.152602,-108,-37
0 days 00:08:26.155380,-101,-32
0 days 00:08:26.158158,-91,-22
0 days 00:08:26.160936,-81,-13
0 days 00:08:26.163714,-81,-7
0 days 00:08:26.166492,-83,1
0 days 00:08:26.169270,-92,0
0 days 00:08:26.172048,-100,-7
0 days 00:08:26.174826,-107,-16
0 days 00:08:26.177604,-114,-26
0 days 00:08:26.180382,-118,-32
0 days 00:08:26.183160,-125,-39
0 days 00:08:26.185938,-126,-39
0 days 00:08:26.188716,-129,-39
0 days 00:08:26.191494,-130,-38
0 days 00:08:26.194272,-132,-38
0 days 00:08:26.197050,-137,-34
0 days 00:08:26.199828,-138,-41
0 days 00:08:26.202606,-138,-42
0 days 00:08:26.205384,-135,-45
0 days 00:08:26.208162,-135,-47
0 days 00:08:26.210940,-143,-48
0 days 00:08:26.213718,-147,-44
0 days 00:08:26.216496,-150,-40
0 days 00:08:26.219274,-146,-41
0 days 00:08:26.222052,-144,-43
0 days 00:08:26.224830,-142,-42
0 days 00:08:26.227608,-139,-47
0 days 00:08:26.230386,-141,-51
0 days 00:08:26.233164,-143,-51
0 days 00:08:26.235942,-143,-50
0 days 00:08:26.238720,-144,-49
0 days 00:08:26.241498,-148,-45
0 days 00:08:26.244276,-153,-48
0 days 00:08:26.247054,-146,-45
0 days 00:08:26.249832,-144,-49
0 days 00:08:26.252610,-138,-49
0 days 00:08:26.255388,-138,-50
0 days 00:08:26.258166,-138,-44
0 days 00:08:26.260944,-140,-42
0 days 00:08:26.263722,-146,-41
0 days 00:08:26.266500,-148,-42
0 days 00:08:26.269278,-149,-45
0 days 00:08:26.272056,-151,-48
0 days 00:08:26.274834,-146,-50
0 days 00:08:26.277612,-142,-50
0 days 00:08:26.280390,-141,-49
0 days 00:08:26.283168,-139,-50
0 days 00:08:26.285946,-140,-45
0 days 00:08:26.288724,-142,-45
0 days 00:08:26.291502,-145,-50
0 days 00:08:26.294280,-150,-63
0 days 00:08:26.297058,-156,-75
0 days 00:08:26.299836,-153,-98
0 days 00:08:26.302614,-140,-118
0 days 00:08:26.305392,-118,-142
0 days 00:08:26.308170,-95,-171
0 days 00:08:26.310948,-68,-191
0 days 00:08:26.313726,-44,-211
0 days 00:08:26.316504,-14,-225
0 days 00:08:26.319282,10,-231
0 days 00:08:26.322060,22,-222
0 days 00:08:26.324838,24,-202
0 days 00:08:26.327616,19,-179
0 days 00:08:26.330394,15,-146
0 days 00:08:26.333172,27,-119
0 days 00:08:26.335950,52,-84
0 days 00:08:26.338728,86,-34
0 days 00:08:26.341506,118,29
0 days 00:08:26.344284,132,104
0 days 00:08:26.347062,119,174
0 days 00:08:26.349840,67,222
0 days 00:08:26.352618,-7,234
0 days 00:08:26.355396,-93,207
0 days 00:08:26.358174,-174,145
0 days 00:08:26.360952,-234,78
0 days 00:08:26.363730,-281,25
0 days 00:08:26.366508,-304,-10
0 days 00:08:26.369286,-321,-29
0 days 00:08:26.372064,-335,-34
0 days 00:08:26.374842,-346,-42
0 days 00:08:26.377620,-361,-51
0 days 00:08:26.380398,-369,-62
0 days 00:08:26.383176,-374,-72
